14	12	9	11	8	10	8	10	10	8	10	11	7	11	10	6	6	11	3	14	6	7	8	11	9	9	7	7	9	5	9	9	10	6	12	6	12	6	12	16	13	11	11	9	7	53	205	178	32	15	9	13	9	12	12	8	11	11	14	13	14	9	8	13	9	12	15	15	7	15	10	10	11	9	10	37	50	22	11	14	7	10	10	12	4	5	12	13	8	6	6	14	11	11	10	8	10	4	11	8	12	7	7	9	7	9	2	12	7	8	9	8	10	11	13	7	9	12	12	11	10	16	14	13	13	7	15	32	25	11	11	12	12	10	13	14	10	10	11	10	8	10	9	10	10	14	25	17	11	8	7	7	9	8	12	12	6	12	10	10	17	6	9	6	9	7	9	4	9	9	5	8	10	9	11	12	8	19	27	19	12	11	12	8	8	10	11	8	11	10	13	12	114	234	110	14	7	15	31	30	15	8	11	13	11	9	4	8	7	8	8	6	8	5	25	73	61	21	19	12	9	10	9	10	9	9	8	15	13	12	11	14	12	16	8	11	9	12	14	43	68	23	7	10	8	7	13	9	11	10	9	12	11	11	8	9	8	7	13	43	69	51	17	10	4	8	15	11	5	18	85	218	198	60	96	175	72	10	15	10	9	4	11	7	9	9	11	8	9	14	15	12	7	15	7	10	10	8	9	14	11	10	15	12	8	7	112	222	107	11	10	10	13	10	13	8	12	8	12	11	12	17	53	169	124	20	11	7	7	7	14	12	5	7	2	7	10	13	24	114	129	31	7	12	11	10	11	58	156	103	20	5	8	13	6	14	41	48	22	8	12	10	12	11	10	9	10	12	9	9	19	105	175	119	129	73	12	11	7	9	7	10	10	7
8	9	8	12	7	8	7	9	8	10	9	11	9	11	7	7	7	8	6	13	9	8	9	20	66	68	19	12	9	11	13	11	14	7	10	11	9	12	12	13	8	10	9	15	9	31	114	101	21	12	5	11	12	12	9	12	10	10	12	11	10	11	10	7	10	9	6	11	12	9	10	7	9	4	9	7	15	10	12	11	15	10	10	12	9	12	12	9	11	15	9	12	7	8	14	11	17	14	13	8	7	12	8	8	8	9	11	11	9	12	8	12	11	5	9	13	8	10	8	10	20	101	117	42	10	25	33	20	7	9	9	8	12	9	7	13	10	12	12	13	9	10	15	13	5	6	7	9	12	10	11	6	13	11	8	6	9	13	11	12	11	14	13	11	11	10	9	9	10	12	10	10	10	14	15	12	7	70	159	91	14	10	9	14	15	8	18	11	10	13	8	10	56	108	62	9	14	5	12	10	10	14	15	10	10	9	9	7	10	7	11	15	15	6	9	12	10	8	9	9	19	89	97	28	10	14	12	11	11	10	8	11	11	12	12	9	12	16	25	135	205	75	7	7	9	13	9	7	16	22	79	79	24	10	10	10	16	13	25	185	255	192	33	15	17	18	11	8	13	27	160	237	95	26	121	205	85	13	6	2	11	12	7	10	11	15	7	15	10	7	13	9	12	11	9	10	10	13	7	9	11	11	7	12	11	12	43	81	43	8	11	14	8	6	9	10	12	12	10	9	10	14	62	190	144	24	10	9	7	9	13	9	12	9	13	7	10	8	35	172	197	55	8	10	8	19	12	17	27	23	10	12	13	6	11	28	143	195	73	18	2	8	9	8	11	14	10	10	12	19	48	133	203	173	226	125	17	12	8	7	8	9	10	14
10	9	10	7	10	12	8	9	12	8	12	8	7	11	11	9	9	14	7	12	9	5	10	44	193	188	40	9	6	10	8	8	7	11	9	9	10	7	12	9	13	8	14	8	9	11	20	18	8	14	9	10	11	8	9	11	11	10	9	9	10	8	12	11	8	8	12	9	8	12	13	5	11	10	14	13	10	12	12	9	10	9	12	6	11	12	7	7	5	9	14	13	10	11	11	11	8	10	14	10	11	13	12	5	12	9	10	11	9	9	10	35	96	59	10	15	12	11	7	7	33	177	206	50	8	102	176	79	9	12	14	9	9	10	11	8	15	11	9	10	8	5	11	13	9	10	12	14	10	7	7	17	11	11	8	8	13	8	7	8	7	12	6	12	7	9	16	8	12	11	10	11	12	11	11	6	15	90	215	123	17	10	7	15	11	12	9	9	11	10	9	9	13	13	12	10	6	7	5	5	8	9	6	12	11	10	12	11	41	110	73	14	11	10	7	11	12	6	11	10	31	175	204	52	10	11	13	9	8	10	11	12	12	9	13	7	11	11	23	104	153	63	13	9	9	7	11	12	7	40	191	190	47	8	11	63	128	63	30	182	255	170	32	57	141	90	15	10	5	22	92	123	37	13	33	51	31	10	7	8	14	11	12	13	33	91	69	19	11	10	11	7	28	32	19	11	11	8	9	6	13	13	7	12	4	9	13	12	10	11	13	9	11	11	10	10	10	30	61	40	11	6	22	54	37	13	5	10	5	10	16	12	11	12	11	10	11	10	15	63	73	26	9	11	10	12	7	10	7	15	57	128	72	9	12	22	123	207	182	92	20	8	13	13	9	11	11	10	6	97	191	116	53	58	102	61	12	12	7	11	8	9	13	10
7	13	11	7	10	14	10	16	10	12	8	7	11	9	13	12	14	9	3	11	6	11	9	30	120	127	30	5	15	9	13	12	7	11	9	8	9	12	14	12	8	8	8	11	7	9	13	10	10	13	15	14	14	13	9	8	9	12	7	8	7	11	9	7	9	6	8	9	13	8	10	7	7	8	11	7	10	7	9	8	11	10	8	10	14	13	10	8	8	10	9	10	9	7	10	13	10	9	5	5	9	9	10	12	9	12	6	12	6	9	13	82	219	146	21	11	10	9	6	10	20	76	85	27	17	118	200	89	8	6	11	7	6	13	8	8	6	9	8	10	8	11	11	9	10	4	10	12	8	8	9	11	9	12	10	15	12	6	28	28	13	11	8	10	8	7	10	9	6	11	14	9	10	10	6	13	13	32	66	45	15	10	10	7	11	8	9	6	13	10	7	7	9	11	9	11	7	10	13	8	8	13	12	8	11	10	9	12	83	230	148	23	10	12	3	9	7	7	10	8	27	86	99	31	12	15	7	6	11	9	7	11	14	13	6	12	9	14	13	24	24	18	10	8	11	7	10	10	9	24	108	110	28	14	11	109	229	112	13	36	61	30	13	83	218	137	20	14	13	7	11	16	12	11	9	11	12	10	4	9	13	10	11	9	68	212	163	25	9	10	12	16	99	175	72	11	9	11	8	11	8	10	11	8	11	10	9	10	15	6	14	26	18	12	12	6	10	91	215	118	14	6	10	5	15	16	11	5	16	9	12	10	6	7	13	8	10	13	9	10	14	6	12	5	9	6	9	11	12	12	90	223	128	15	14	13	22	97	223	144	21	9	9	13	15	15	16	22	13	92	191	96	9	25	111	105	26	8	10	15	11	9	18	22
9	7	13	14	8	9	7	11	12	10	11	12	8	12	8	9	11	5	13	11	8	9	10	10	20	17	9	8	13	13	8	10	9	11	16	9	12	9	10	6	10	8	11	9	12	9	10	8	14	10	14	6	5	7	14	8	12	10	10	7	9	17	9	9	11	10	10	11	13	14	9	8	11	9	8	7	7	9	5	16	10	9	10	9	10	8	4	7	11	10	10	12	13	6	11	9	9	11	9	12	8	9	10	13	10	8	13	11	12	9	8	45	124	82	13	13	6	10	13	9	11	13	12	12	16	33	48	26	13	9	11	9	16	15	12	8	16	8	11	9	10	9	8	13	8	11	11	8	10	10	9	7	13	7	9	9	11	27	137	159	42	9	8	10	8	8	7	9	6	9	9	6	15	7	9	11	8	10	17	8	10	11	9	10	13	12	8	10	9	9	9	14	11	10	8	11	15	11	7	12	6	9	10	11	10	9	14	11	40	109	75	13	9	13	11	5	11	8	12	12	14	15	11	13	8	7	8	11	11	10	11	10	8	9	11	6	12	14	6	6	12	9	10	12	7	11	4	12	8	11	12	12	15	13	13	51	96	50	10	13	9	9	9	34	75	54	13	10	12	12	8	9	14	7	9	7	10	6	9	7	10	10	10	11	43	119	93	17	8	8	9	16	116	202	86	15	10	32	55	26	11	12	8	12	6	10	9	10	15	9	36	143	124	25	12	11	13	67	161	88	18	11	12	8	12	5	11	12	12	12	10	7	7	9	13	5	6	8	8	14	9	10	9	11	8	8	12	12	6	10	48	93	57	10	11	9	11	30	78	54	11	13	29	107	107	38	94	143	57	26	42	26	11	38	192	192	42	14	6	13	10	21	123	142
12	11	10	12	13	10	9	12	7	8	11	13	7	7	15	12	15	9	9	9	11	9	13	9	9	9	5	5	13	11	10	11	14	13	11	10	8	15	14	10	11	14	10	10	9	11	8	16	9	13	10	8	10	8	10	13	12	10	11	13	15	12	8	14	13	7	6	16	10	9	7	11	10	11	14	16	8	12	9	16	11	10	14	10	10	9	7	13	7	8	8	11	12	9	14	11	10	10	7	6	6	6	6	9	11	8	11	10	11	13	11	13	12	11	13	13	9	7	6	10	10	7	12	10	8	7	14	9	10	10	5	16	93	141	49	10	11	9	8	13	7	6	6	5	11	8	6	10	9	7	11	9	13	10	13	9	14	30	159	185	47	10	12	9	15	10	11	8	10	9	13	11	11	13	11	11	11	12	8	14	9	12	10	11	17	15	14	10	12	13	10	7	8	10	12	8	10	8	12	10	13	13	12	8	8	6	7	13	16	9	8	13	12	11	11	10	8	11	9	9	12	11	10	13	9	12	12	11	20	74	81	27	9	10	14	8	7	5	8	12	7	4	12	8	14	9	10	8	7	6	7	12	11	10	8	9	10	9	5	7	11	9	10	6	9	11	11	12	13	10	12	12	7	10	6	13	9	9	6	5	12	11	2	9	22	103	100	24	12	8	14	10	33	54	28	13	20	128	200	70	10	10	10	8	6	6	11	7	7	14	56	195	166	33	10	32	40	21	28	17	10	8	10	11	15	10	13	5	14	11	5	10	9	11	14	7	12	8	13	14	10	10	12	22	28	14	10	13	10	14	9	9	9	12	10	7	15	11	6	13	8	11	44	193	186	50	136	218	76	11	16	6	7	55	150	109	23	6	11	11	11	34	166	195
9	13	10	13	13	12	12	10	12	12	5	10	8	34	64	35	6	14	12	7	9	10	15	22	28	17	11	10	12	6	8	11	11	9	13	8	26	74	71	16	9	10	10	10	5	7	19	92	118	42	7	6	9	11	11	6	9	10	10	8	11	14	8	10	11	11	10	7	14	22	21	14	7	14	14	9	9	9	4	11	10	10	11	9	8	10	9	5	10	11	8	12	8	10	9	7	9	9	11	10	5	9	12	12	6	14	11	9	11	10	11	8	11	12	9	8	11	7	10	9	9	12	7	9	10	9	14	10	11	10	6	23	135	220	80	13	12	13	9	6	6	11	13	10	11	9	11	8	10	8	16	8	13	11	9	12	10	17	43	56	64	53	18	10	10	10	6	8	7	7	9	15	12	9	14	13	11	12	10	7	12	9	12	58	128	71	10	6	11	5	12	3	6	15	11	10	11	17	9	14	57	129	75	13	12	10	12	14	9	8	11	10	13	15	12	10	8	13	14	10	10	12	8	11	10	5	15	8	36	177	199	50	14	10	12	12	8	11	9	7	9	13	12	8	12	7	8	9	5	12	11	13	10	11	8	10	9	9	13	9	9	8	9	9	11	12	7	9	11	6	13	10	8	8	8	6	10	10	8	7	8	11	8	7	44	189	193	41	8	12	10	9	9	13	9	7	20	114	169	57	7	9	23	26	20	5	12	10	8	8	20	60	52	17	22	136	179	62	11	13	8	8	10	10	12	9	12	12	13	7	8	9	14	49	81	42	8	9	13	11	10	7	18	103	161	58	8	14	12	12	7	9	6	11	12	13	9	16	12	12	13	8	25	84	83	23	54	77	32	6	14	9	10	107	224	108	12	9	9	11	7	19	54	58
7	12	7	11	14	8	14	10	17	6	13	12	8	101	221	118	12	13	10	12	11	14	33	134	133	41	13	11	14	12	12	12	14	10	9	22	133	255	220	42	8	7	10	8	12	13	25	158	212	63	11	7	10	11	9	11	8	9	7	11	10	7	11	9	9	10	9	9	23	114	148	49	10	8	11	10	6	8	13	9	6	5	10	14	9	11	8	14	10	7	10	13	15	12	8	9	8	10	9	2	9	10	9	10	9	9	10	8	14	14	7	5	12	13	14	13	9	15	5	12	6	8	9	6	10	13	6	7	10	11	9	12	49	78	35	11	11	5	12	11	8	10	6	8	10	11	9	6	9	10	8	10	11	12	11	14	9	10	8	40	182	177	41	10	10	7	10	8	11	6	9	12	7	12	11	17	11	9	14	16	6	12	9	96	230	125	19	10	12	6	10	11	11	7	9	10	10	7	5	14	94	225	130	15	7	15	12	11	10	11	10	13	10	14	11	12	13	12	5	7	13	13	9	8	8	10	10	15	21	98	115	33	6	7	10	6	9	11	24	73	64	12	11	10	11	10	34	70	38	5	10	12	14	14	13	7	7	11	12	12	14	8	9	8	10	8	12	4	13	11	6	8	9	13	13	9	6	10	12	14	4	10	15	12	22	90	91	25	7	9	11	12	10	15	16	12	7	25	31	18	8	10	82	163	80	11	14	10	7	14	9	15	8	15	23	136	181	53	10	15	10	12	7	11	11	8	6	11	11	10	13	12	11	123	227	97	11	14	10	6	14	10	22	132	208	72	7	11	12	9	11	5	7	10	13	11	10	9	17	13	8	11	8	11	10	11	10	12	11	10	7	7	9	77	144	72	11	11	10	9	13	8	6	12
9	7	13	8	11	11	10	14	11	9	12	4	8	81	219	216	87	16	12	8	7	11	37	186	186	34	10	10	7	12	15	7	6	13	11	30	174	255	175	32	11	7	10	10	10	10	16	69	88	32	11	11	12	11	12	6	10	7	9	12	12	8	10	9	8	15	13	13	28	152	205	62	11	12	9	12	9	10	14	13	17	9	9	15	9	12	9	8	9	12	5	11	17	13	13	15	10	11	13	14	11	10	13	9	7	11	11	15	9	9	13	10	10	15	13	14	7	13	11	6	9	10	8	11	9	10	10	8	10	14	10	6	9	40	79	46	7	12	12	11	8	6	8	9	11	9	11	11	10	9	11	6	15	8	12	10	8	13	12	35	134	136	30	10	16	13	6	19	9	8	12	9	9	9	11	8	5	4	7	10	8	12	8	42	99	58	16	15	8	13	23	24	10	7	11	11	9	10	7	22	115	167	68	14	11	8	12	10	6	7	9	15	11	8	13	8	12	6	11	11	12	8	10	25	30	21	8	9	3	12	12	9	10	9	9	11	8	7	50	203	169	33	6	12	12	7	89	218	120	10	9	13	7	10	7	12	11	7	9	8	1	11	7	9	8	12	11	3	13	13	8	9	9	6	12	8	7	13	9	7	5	12	13	11	10	12	11	3	9	8	11	13	8	7	8	7	9	9	10	10	8	9	104	221	104	7	6	13	9	8	14	8	6	12	14	31	42	14	13	12	13	10	15	11	9	5	7	6	9	11	14	12	16	85	207	181	53	11	11	11	7	9	16	43	63	23	11	8	8	11	10	13	13	7	7	10	9	9	11	15	7	7	11	6	14	12	10	8	11	12	9	10	13	16	20	13	6	9	9	9	9	7	9	6
13	9	13	7	11	11	7	10	10	10	8	10	10	22	107	236	124	17	13	7	11	15	18	53	55	22	9	10	12	14	10	13	5	8	6	19	61	90	36	13	9	12	8	6	7	9	9	13	11	14	11	13	12	11	15	12	9	7	12	11	10	8	9	9	8	11	16	8	8	48	64	25	8	14	15	6	12	9	10	16	10	8	9	8	7	9	13	13	12	12	10	10	13	14	11	12	12	9	10	9	7	14	11	9	6	11	10	12	9	9	8	10	10	11	10	13	6	13	11	8	11	12	10	6	9	4	10	11	13	8	12	13	10	106	232	111	13	10	11	9	9	6	13	12	8	8	9	13	13	12	13	9	6	6	19	7	9	13	7	16	24	22	9	18	27	22	7	12	8	12	10	7	12	15	10	7	6	7	13	11	8	4	10	11	11	8	12	14	12	48	154	119	19	9	8	10	6	13	9	43	210	201	35	10	11	11	9	15	10	4	10	9	9	10	14	10	7	10	10	8	14	11	16	96	178	75	8	12	8	18	19	22	15	9	13	7	52	96	73	134	115	26	12	12	10	9	69	160	100	30	17	12	11	7	10	6	9	8	8	10	12	10	9	11	9	8	16	11	20	20	11	7	11	11	9	10	13	10	9	17	3	8	13	7	9	8	9	11	12	6	10	8	6	10	12	13	12	12	10	11	12	13	41	66	39	13	31	90	65	14	9	10	8	2	8	8	6	52	112	61	12	11	13	8	15	10	9	16	11	10	5	7	8	22	137	229	95	8	11	11	8	11	15	6	10	10	7	15	11	12	6	9	4	5	11	11	11	10	13	10	8	10	7	15	4	13	9	6	3	10	10	9	7	7	11	9	8	11	13	9	11	11	9	10
